DATAFLOW,REF_AREA,FREQ,COMMODITY,MEASURE,UNIT_MEASURE,VERSION_ID,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,CONVENTION
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1996,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1997,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1998,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1999,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2000,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2001,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2002,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2003,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2004,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2005,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2006,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2007,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2008,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2009,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2010,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2011,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2012,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2013,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2014,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2015,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2016,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2017,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2018,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2019,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2020,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),GBR,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2021,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1992,7.07,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1993,7.33,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1994,7.65,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1995,7.9,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1996,8.07,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1997,8.14,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1998,8.31,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,1999,8.5,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2000,8.76,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2001,8.88,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2002,9.03,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2003,9.16,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2004,9.3,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2005,9.45,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2006,9.6,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2007,9.77,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2008,9.99,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2009,10.18,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2010,10.51,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2011,10.61,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2012,10.65,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2013,10.57,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2014,10.63,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2015,10.71,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2016,10.8,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2017,10.89,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2018,10.95,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2019,10.99,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2020,10.11,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPGC,A,CPC_EX_PK,FO_DFS_FAT,G_PS_D,AO_2022_2031,2021,9.87,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1990,140.64,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1991,138.58,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1992,179.43,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1993,182.58,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1994,198.81,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1995,218.16,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1996,192.11,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1997,160.69,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1998,169.98,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,1999,182.11,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2000,154.49,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2001,73.86,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2002,107.64,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2003,128.4,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2004,130.49,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2005,136.92,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2006,138.5,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2007,117.94,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2008,135.56,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2009,144.83,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2010,155.1,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2011,179.33,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2012,182.05,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2013,199.73,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2014,200.25,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2015,177.25,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2016,193,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2017,226.26,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2018,228.66,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2019,250.42,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2020,228.3,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),E,A,CPC_EX_SH,EX,T,AO_2022_2031,2021,209.78,A,3,2,CWE
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1990,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1991,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1992,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1993,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1994,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1995,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1996,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1997,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1998,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,1999,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2000,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2001,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2002,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2003,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2004,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2005,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2006,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2007,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2008,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2009,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2010,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2011,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2012,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2013,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2014,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2015,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2016,0,A,0,2,
OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2022_2031(1.0),DPDC,A,CPC_21525,FO_PC,KG_PS,AO_2022_2031,2017,0,A,0,2,
